Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
2.460221,arbtr_dyn_GFD,Tick,0,0,0,0,147000,146900,0,0,0,OK
2.460221,basic_plus_polyorder,Tick,0,20,-20,20,147000,146900,-295,8295,6295,OK
2.460221,hybrid,Tick,0,0,0,0,147000,146900,0,0,0,OK
2.460221,japanese_paper,Tick,0,10,-10,10,147000,146900,-147,147,-853,OK
2.460221,bpp_arb,Tick,0,49,-49,49,147000,146900,-722,8922,4022,OK
2.734621,basic_plus,Tick,31,30,1,-1,146800,146900,-897,9997,9897,OK
2.734621,arbtr_dyn_FAK,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.734621,arbtr_dyn_GFD,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.734621,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
2.734621,hybrid,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.734621,japanese_paper,Tick,10,10,0,0,146800,146900,-294,-706,-706,OK
2.734621,bpp_arb,Tick,31,49,-18,18,146800,146900,-1178,6978,8778,OK
2.962779,basic_plus,Tick,31,30,1,-1,146800,146900,-897,9997,9897,OK
2.962779,arbtr_dyn_FAK,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.962779,arbtr_dyn_GFD,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.962779,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
2.962779,hybrid,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.962779,japanese_paper,Tick,10,10,0,0,146800,146900,-294,-706,-706,OK
2.962779,bpp_arb,Tick,31,49,-18,18,146800,146900,-1178,6978,8778,OK
3.291191,basic_plus,Tick,31,30,1,-1,146800,146900,-897,9997,9897,OK
3.291191,arbtr_dyn_FAK,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.291191,arbtr_dyn_GFD,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.291191,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
3.291191,hybrid,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.291191,japanese_paper,Tick,10,10,0,0,146800,146900,-294,-706,-706,OK
3.291191,bpp_arb,Tick,31,49,-18,18,146800,146900,-1178,6978,8778,OK
3.541316,basic_plus,Tick,31,60,-29,29,147500,146900,-1339,19439,13639,OK
3.541316,arbtr_dyn_FAK,Tick,0,0,0,0,147500,146900,0,0,0,OK
3.541316,arbtr_dyn_GFD,Tick,0,0,0,0,147500,146900,0,0,0,OK
3.541316,basic_plus_polyorder,Tick,0,20,-20,20,147500,146900,-295,8295,4295,OK
3.541316,hybrid,Tick,0,0,0,0,147500,146900,0,0,0,OK
3.541316,japanese_paper,Tick,10,10,0,0,147500,146900,-294,-706,-706,OK
3.541316,bpp_arb,Tick,31,89,-58,58,147500,146900,-1766,14266,2666,OK
3.725991,basic_plus,Tick,31,60,-29,29,146800,146900,-1339,19439,22339,OK
3.725991,arbtr_dyn_FAK,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.725991,arbtr_dyn_GFD,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.725991,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
3.725991,hybrid,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.725991,japanese_paper,Tick,10,10,0,0,146800,146900,-294,-706,-706,OK
3.725991,bpp_arb,Tick,48,89,-41,41,146800,146900,-2016,14516,18616,OK
3.986641,basic_plus,Tick,31,60,-29,29,146800,146900,-1339,19439,22339,OK
3.986641,arbtr_dyn_FAK,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.986641,arbtr_dyn_GFD,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.986641,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
3.986641,hybrid,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.986641,japanese_paper,Tick,10,10,0,0,146800,146900,-294,-706,-706,OK
3.986641,bpp_arb,Tick,48,89,-41,41,146800,146900,-2016,14516,18616,OK
4.203926,basic_plus,Tick,31,60,-29,29,146800,146900,-1339,19439,22339,OK
4.203926,arbtr_dyn_FAK,Tick,0,0,0,0,146800,146900,0,0,0,OK
4.203926,arbtr_dyn_GFD,Tick,0,0,0,0,146800,146900,0,0,0,OK
4.203926,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
4.203926,hybrid,Tick,0,0,0,0,146800,146900,0,0,0,OK
4.203926,japanese_paper,Tick,10,10,0,0,146800,146900,-294,-706,-706,OK
4.203926,bpp_arb,Tick,48,89,-41,41,146800,146900,-2016,14516,18616,OK
4.467205,basic_plus,Tick,31,60,-29,29,146800,146900,-1339,19439,22339,OK
4.467205,arbtr_dyn_FAK,Tick,0,0,0,0,146800,146900,0,0,0,OK
4.467205,arbtr_dyn_GFD,Tick,0,0,0,0,146800,146900,0,0,0,OK
4.467205,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
4.467205,hybrid,Tick,0,0,0,0,146800,146900,0,0,0,OK
4.467205,japanese_paper,Tick,10,10,0,0,146800,146900,-294,-706,-706,OK
4.467205,bpp_arb,Tick,48,89,-41,41,146800,146900,-2016,14516,18616,OK
4.735605,basic_plus,Tick,31,60,-29,29,146700,146900,-1339,19439,25239,OK
4.735605,arbtr_dyn_FAK,Tick,0,0,0,0,146700,146900,0,0,0,OK
4.735605,arbtr_dyn_GFD,Tick,0,0,0,0,146700,146900,0,0,0,OK
4.735605,basic_plus_polyorder,Tick,0,20,-20,20,146700,146900,-295,8295,12295,OK
4.735605,hybrid,Tick,0,0,0,0,146700,146900,0,0,0,OK
4.735605,japanese_paper,Tick,10,10,0,0,146700,146900,-294,-706,-706,OK
4.735605,bpp_arb,Tick,67,89,-22,22,146700,146900,-2294,16494,20894,OK
5.01277,basic_plus,Tick,31,60,-29,29,146700,146900,-1339,19439,25239,OK
5.01277,arbtr_dyn_FAK,Tick,0,0,0,0,146700,146900,0,0,0,OK
5.01277,arbtr_dyn_GFD,Tick,0,0,0,0,146700,146900,0,0,0,OK
5.01277,basic_plus_polyorder,Tick,0,20,-20,20,146700,146900,-295,8295,12295,OK
5.01277,hybrid,Tick,0,0,0,0,146700,146900,0,0,0,OK
5.01277,japanese_paper,Tick,10,10,0,0,146700,146900,-294,-706,-706,OK
5.01277,bpp_arb,Tick,67,89,-22,22,146700,146900,-2294,16494,20894,OK
5.288004,basic_plus,Tick,31,60,-29,29,146700,146800,-1339,19439,22339,OK
5.288004,arbtr_dyn_FAK,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.288004,arbtr_dyn_GFD,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.288004,basic_plus_polyorder,Tick,0,20,-20,20,146700,146800,-295,8295,10295,OK
5.288004,hybrid,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.288004,japanese_paper,Tick,10,10,0,0,146700,146800,-294,-706,-706,OK
5.288004,bpp_arb,Tick,67,89,-22,22,146700,146800,-2294,16494,18694,OK
5.502045,basic_plus,Tick,31,60,-29,29,146700,146800,-1339,19439,22339,OK
5.502045,arbtr_dyn_FAK,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.502045,arbtr_dyn_GFD,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.502045,basic_plus_polyorder,Tick,0,20,-20,20,146700,146800,-295,8295,10295,OK
5.502045,hybrid,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.502045,japanese_paper,Tick,10,10,0,0,146700,146800,-294,-706,-706,OK
5.502045,bpp_arb,Tick,67,89,-22,22,146700,146800,-2294,16494,18694,OK
5.755655,basic_plus,Tick,31,60,-29,29,146700,146800,-1339,19439,22339,OK
5.755655,arbtr_dyn_FAK,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.755655,arbtr_dyn_GFD,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.755655,basic_plus_polyorder,Tick,0,20,-20,20,146700,146800,-295,8295,10295,OK
5.755655,hybrid,Tick,0,0,0,0,146700,146800,0,0,0,OK
5.755655,japanese_paper,Tick,10,10,0,0,146700,146800,-294,-706,-706,OK
5.755655,bpp_arb,Tick,67,89,-22,22,146700,146800,-2294,16494,18694,OK
5.953506,basic_plus,Tick,31,60,-29,29,147000,146800,-1339,19439,13639,OK
5.953506,arbtr_dyn_FAK,Tick,0,0,0,0,147000,146800,0,0,0,OK
5.953506,arbtr_dyn_GFD,Tick,0,0,0,0,147000,146800,0,0,0,OK
5.953506,basic_plus_polyorder,Tick,0,20,-20,20,147000,146800,-295,8295,4295,OK
5.953506,hybrid,Tick,0,0,0,0,147000,146800,0,0,0,OK
5.953506,japanese_paper,Tick,10,20,-10,10,147000,146800,0,-1000,-3000,OK
5.953506,bpp_arb,Tick,67,89,-22,22,147000,146800,-2294,16494,12094,OK
6.21602,basic_plus,Tick,31,60,-29,29,147000,146800,-1339,19439,13639,OK
6.21602,arbtr_dyn_FAK,Tick,0,0,0,0,147000,146800,0,0,0,OK
6.21602,arbtr_dyn_GFD,Tick,0,0,0,0,147000,146800,0,0,0,OK
6.21602,basic_plus_polyorder,Tick,0,20,-20,20,147000,146800,-295,8295,4295,OK
6.21602,hybrid,Tick,0,0,0,0,147000,146800,0,0,0,OK
6.21602,japanese_paper,Tick,10,20,-10,10,147000,146800,0,-1000,-3000,OK
6.21602,bpp_arb,Tick,67,89,-22,22,147000,146800,-2294,16494,12094,OK
6.505576,basic_plus,Tick,31,60,-29,29,147000,146800,-1339,19439,13639,OK
6.505576,arbtr_dyn_FAK,Tick,0,20,-20,20,147000,146800,588,5412,1412,OK
6.505576,arbtr_dyn_GFD,Tick,0,20,-20,20,147000,146800,588,5412,1412,OK
6.505576,basic_plus_polyorder,Tick,0,20,-20,20,147000,146800,-295,8295,4295,OK
6.505576,hybrid,Tick,0,38,-38,38,147000,146800,1117,10283,2683,OK
6.505576,japanese_paper,Tick,10,30,-20,20,147000,146800,294,1706,-2294,OK
6.505576,bpp_arb,Tick,67,89,-22,22,147000,146800,-2294,16494,12094,OK
6.78888,basic_plus,Tick,31,60,-29,29,147200,146700,-1339,19439,13639,OK
6.78888,arbtr_dyn_FAK,Tick,0,20,-20,20,147200,146700,588,5412,1412,OK
6.78888,arbtr_dyn_GFD,Tick,0,20,-20,20,147200,146700,588,5412,1412,OK
6.78888,basic_plus_polyorder,Tick,0,20,-20,20,147200,146700,-295,8295,4295,OK
6.78888,hybrid,Tick,0,38,-38,38,147200,146700,1117,10283,2683,OK
6.78888,japanese_paper,Tick,10,30,-20,20,147200,146700,294,1706,-2294,OK
6.78888,bpp_arb,Tick,67,128,-61,61,147200,146700,-2867,23567,11367,OK
7.048741,basic_plus,Tick,31,60,-29,29,147200,146900,-1339,19439,13639,OK
7.048741,arbtr_dyn_FAK,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.048741,arbtr_dyn_GFD,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.048741,basic_plus_polyorder,Tick,0,20,-20,20,147200,146900,-295,8295,4295,OK
7.048741,hybrid,Tick,0,38,-38,38,147200,146900,1117,10283,2683,OK
7.048741,japanese_paper,Tick,10,30,-20,20,147200,146900,294,1706,-2294,OK
7.048741,bpp_arb,Tick,67,128,-61,61,147200,146900,-2867,23567,11367,OK
7.281337,basic_plus,Tick,31,60,-29,29,147200,146900,-1339,19439,13639,OK
7.281337,arbtr_dyn_FAK,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.281337,arbtr_dyn_GFD,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.281337,basic_plus_polyorder,Tick,0,20,-20,20,147200,146900,-295,8295,4295,OK
7.281337,hybrid,Tick,0,38,-38,38,147200,146900,1117,10283,2683,OK
7.281337,japanese_paper,Tick,10,30,-20,20,147200,146900,294,1706,-2294,OK
7.281337,bpp_arb,Tick,67,128,-61,61,147200,146900,-2867,23567,11367,OK
7.548592,basic_plus,Tick,31,60,-29,29,147200,146900,-1339,19439,13639,OK
7.548592,arbtr_dyn_FAK,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.548592,arbtr_dyn_GFD,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.548592,basic_plus_polyorder,Tick,0,20,-20,20,147200,146900,-295,8295,4295,OK
7.548592,hybrid,Tick,0,38,-38,38,147200,146900,1117,10283,2683,OK
7.548592,japanese_paper,Tick,10,30,-20,20,147200,146900,294,1706,-2294,OK
7.548592,bpp_arb,Tick,67,128,-61,61,147200,146900,-2867,23567,11367,OK
7.792285,basic_plus,Tick,31,60,-29,29,147200,146900,-1339,19439,13639,OK
7.792285,arbtr_dyn_FAK,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.792285,arbtr_dyn_GFD,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.792285,basic_plus_polyorder,Tick,0,20,-20,20,147200,146900,-295,8295,4295,OK
7.792285,hybrid,Tick,0,38,-38,38,147200,146900,1117,10283,2683,OK
7.792285,japanese_paper,Tick,10,30,-20,20,147200,146900,294,1706,-2294,OK
7.792285,bpp_arb,Tick,67,128,-61,61,147200,146900,-2867,23567,11367,OK
7.995039,basic_plus,Tick,31,60,-29,29,147200,146900,-1339,19439,13639,OK
7.995039,arbtr_dyn_FAK,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.995039,arbtr_dyn_GFD,Tick,0,20,-20,20,147200,146900,588,5412,1412,OK
7.995039,basic_plus_polyorder,Tick,0,20,-20,20,147200,146900,-295,8295,4295,OK
7.995039,hybrid,Tick,0,38,-38,38,147200,146900,1117,10283,2683,OK
7.995039,japanese_paper,Tick,10,30,-20,20,147200,146900,294,1706,-2294,OK
7.995039,bpp_arb,Tick,67,128,-61,61,147200,146900,-2867,23567,11367,OK
8.256384,basic_plus,Tick,31,60,-29,29,146800,146900,-1339,19439,22339,OK
8.256384,arbtr_dyn_FAK,Tick,0,20,-20,20,146800,146900,588,5412,7412,OK
8.256384,arbtr_dyn_GFD,Tick,0,20,-20,20,146800,146900,588,5412,7412,OK
8.256384,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
8.256384,hybrid,Tick,10,38,-28,28,146800,146900,970,9430,12230,OK
8.256384,japanese_paper,Tick,20,30,-10,10,146800,146900,147,853,1853,OK
8.256384,bpp_arb,Tick,86,128,-42,42,146800,146900,-3146,23846,28046,OK
8.539464,basic_plus,Tick,31,60,-29,29,146800,146900,-1339,19439,22339,OK
8.539464,arbtr_dyn_FAK,Tick,0,20,-20,20,146800,146900,588,5412,7412,OK
8.539464,arbtr_dyn_GFD,Tick,0,20,-20,20,146800,146900,588,5412,7412,OK
8.539464,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
8.539464,hybrid,Tick,10,38,-28,28,146800,146900,970,9430,12230,OK
8.539464,japanese_paper,Tick,20,30,-10,10,146800,146900,147,853,1853,OK
8.539464,bpp_arb,Tick,86,128,-42,42,146800,146900,-3146,23846,28046,OK
8.772717,basic_plus,Tick,31,60,-29,29,146800,146900,-1339,19439,22339,OK
8.772717,arbtr_dyn_FAK,Tick,0,20,-20,20,146800,146900,588,5412,7412,OK
8.772717,arbtr_dyn_GFD,Tick,0,20,-20,20,146800,146900,588,5412,7412,OK
8.772717,basic_plus_polyorder,Tick,0,20,-20,20,146800,146900,-295,8295,10295,OK
8.772717,hybrid,Tick,10,38,-28,28,146800,146900,970,9430,12230,OK
8.772717,japanese_paper,Tick,20,30,-10,10,146800,146900,147,853,1853,OK
8.772717,bpp_arb,Tick,86,128,-42,42,146800,146900,-3146,23846,28046,OK
8.960853,basic_plus,Tick,61,60,1,-1,146500,146900,-1779,22879,22679,OK
8.960853,arbtr_dyn_FAK,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
8.960853,arbtr_dyn_GFD,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
8.960853,basic_plus_polyorder,Tick,19,20,-1,1,146500,146900,-573,12373,12573,OK
8.960853,hybrid,Tick,10,38,-28,28,146500,146900,970,9430,15030,OK
8.960853,japanese_paper,Tick,30,30,0,0,146500,146900,0,1000,1000,OK
8.960853,bpp_arb,Tick,156,128,28,-28,146500,146900,-4172,29572,23972,OK
9.22555,basic_plus,Tick,61,60,1,-1,146500,146900,-1779,22879,22679,OK
9.22555,arbtr_dyn_FAK,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
9.22555,arbtr_dyn_GFD,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
9.22555,basic_plus_polyorder,Tick,19,20,-1,1,146500,146900,-573,12373,12573,OK
9.22555,hybrid,Tick,10,38,-28,28,146500,146900,970,9430,15030,OK
9.22555,japanese_paper,Tick,30,30,0,0,146500,146900,0,1000,1000,OK
9.22555,bpp_arb,Tick,156,128,28,-28,146500,146900,-4172,29572,23972,OK
9.502446,basic_plus,Tick,61,60,1,-1,146500,146900,-1779,22879,22679,OK
9.502446,arbtr_dyn_FAK,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
9.502446,arbtr_dyn_GFD,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
9.502446,basic_plus_polyorder,Tick,19,20,-1,1,146500,146900,-573,12373,12573,OK
9.502446,hybrid,Tick,10,38,-28,28,146500,146900,970,9430,15030,OK
9.502446,japanese_paper,Tick,30,30,0,0,146500,146900,0,1000,1000,OK
9.502446,bpp_arb,Tick,156,128,28,-28,146500,146900,-4172,29572,23972,OK
9.738313,basic_plus,Tick,61,60,1,-1,146500,146900,-1779,22879,22679,OK
9.738313,arbtr_dyn_FAK,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
9.738313,arbtr_dyn_GFD,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
9.738313,basic_plus_polyorder,Tick,19,20,-1,1,146500,146900,-573,12373,12573,OK
9.738313,hybrid,Tick,10,38,-28,28,146500,146900,970,9430,15030,OK
9.738313,japanese_paper,Tick,30,30,0,0,146500,146900,0,1000,1000,OK
9.738313,bpp_arb,Tick,156,128,28,-28,146500,146900,-4172,29572,23972,OK
9.962944,basic_plus,Tick,61,60,1,-1,146500,146900,-1779,22879,22679,OK
9.962944,arbtr_dyn_FAK,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
9.962944,arbtr_dyn_GFD,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
9.962944,basic_plus_polyorder,Tick,19,20,-1,1,146500,146900,-573,12373,12573,OK
9.962944,hybrid,Tick,10,38,-28,28,146500,146900,970,9430,15030,OK
9.962944,japanese_paper,Tick,30,30,0,0,146500,146900,0,1000,1000,OK
9.962944,bpp_arb,Tick,156,128,28,-28,146500,146900,-4172,29572,23972,OK
10.207822,basic_plus,Tick,61,60,1,-1,146500,146900,-1779,22879,22679,OK
10.207822,arbtr_dyn_FAK,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
10.207822,arbtr_dyn_GFD,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
10.207822,basic_plus_polyorder,Tick,19,20,-1,1,146500,146900,-573,12373,12573,OK
10.207822,hybrid,Tick,10,38,-28,28,146500,146900,970,9430,15030,OK
10.207822,japanese_paper,Tick,30,30,0,0,146500,146900,0,1000,1000,OK
10.207822,bpp_arb,Tick,156,128,28,-28,146500,146900,-4172,29572,23972,OK
10.474961,basic_plus,Tick,61,60,1,-1,146500,146900,-1779,22879,22679,OK
10.474961,arbtr_dyn_FAK,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
10.474961,arbtr_dyn_GFD,Tick,0,20,-20,20,146500,146900,588,5412,9412,OK
10.474961,basic_plus_polyorder,Tick,19,20,-1,1,146500,146900,-573,12373,12573,OK
10.474961,hybrid,Tick,10,38,-28,28,146500,146900,970,9430,15030,OK
10.474961,japanese_paper,Tick,30,30,0,0,146500,146900,0,1000,1000,OK
10.474961,bpp_arb,Tick,156,128,28,-28,146500,146900,-4172,29572,23972,OK
10.779908,basic_plus,Tick,61,60,1,-1,146700,147000,-1779,22879,22679,OK
10.779908,arbtr_dyn_FAK,Tick,0,20,-20,20,146700,147000,588,5412,9412,OK
10.779908,arbtr_dyn_GFD,Tick,0,20,-20,20,146700,147000,588,5412,9412,OK
10.779908,basic_plus_polyorder,Tick,19,20,-1,1,146700,147000,-573,12373,12573,OK
10.779908,hybrid,Tick,10,38,-28,28,146700,147000,970,9430,15030,OK
10.779908,japanese_paper,Tick,30,30,0,0,146700,147000,0,1000,1000,OK
10.779908,bpp_arb,Tick,168,128,40,-40,146700,147000,-4348,32148,24148,OK
11.008571,basic_plus,Tick,61,60,1,-1,147100,147000,-1779,22879,22979,OK
11.008571,arbtr_dyn_FAK,Tick,0,20,-20,20,147100,147000,588,5412,3412,OK
11.008571,arbtr_dyn_GFD,Tick,0,20,-20,20,147100,147000,588,5412,3412,OK
11.008571,basic_plus_polyorder,Tick,19,20,-1,1,147100,147000,-573,12373,12273,OK
11.008571,hybrid,Tick,10,38,-28,28,147100,147000,970,9430,6630,OK
11.008571,japanese_paper,Tick,30,30,0,0,147100,147000,0,1000,1000,OK
11.008571,bpp_arb,Tick,168,161,7,-7,147100,147000,-4834,27234,27934,OK
11.288275,basic_plus,Tick,61,60,1,-1,147100,147000,-1779,22879,22979,OK
11.288275,arbtr_dyn_FAK,Tick,0,20,-20,20,147100,147000,588,5412,3412,OK
11.288275,arbtr_dyn_GFD,Tick,0,20,-20,20,147100,147000,588,5412,3412,OK
11.288275,basic_plus_polyorder,Tick,19,20,-1,1,147100,147000,-573,12373,12273,OK
11.288275,hybrid,Tick,10,38,-28,28,147100,147000,970,9430,6630,OK
